id,currency
tie-68096b5970b14902a731dfa7a66d87b7,SEK
tie-d40c5cdec156425ca62a28c71c7acb2d,AZN
tie-f728d46ee412483c90914a9f43f20ad5,USD
tie-a812a5b4fcc54b01b586fda7270e182e,NZD
tie-62b546922ac248b8a29cb4310480b5c7,RUB
tie-31d00d8320ac4b2d987cc464e4921699,USD
tie-f62ade356ebf44f0ab8ba3c50894f831,CAD
tie-326cdd0458c849c7a1e8b8300b3f3b15,QAR
tie-4c7ad7602d474b3cb68bd5fd4b527954,SGD
tie-cbee5c538c5f4c17bd3f93646909996d,CAD
tie-c4e2c63b7bb448f9b60301a89934b939,USD
tie-a3ac3c21e39c4c398355614e4b89f837,CAD
tie-75f5a1b504bc4ef99dd0e8093a27f719,EUR
tie-378ada08cba74cdebd01fc162171ffd8,VUV
tie-ab2d0d5ae907420d9ab25781ead66a0f,USD
tie-f2d7c1cd6ed5401bbc5eca7ce3df8d5e,AED
tie-8ace08f0f33e464dba9f989fb6674cf2,CNY
tie-afef4d0af0d04cff86a9ee7e123fd759,EUR
tie-da15e4c2e16c43cab32309a770491640,GBP
tie-3f49ca26419a44928c0971c4f03959aa,DKK
tie-1e2257b46d694ef19beedbdceccf20fc,USD
tie-8e488d1d120845a7bdba178299e0074f,USD
tie-52eb073f45234ad58f96a953b41d12b3,TWD
tie-bb010b5f67c24a92a387702c4ba6bf63,KRW
tie-ec79da7c85954b35bddd6b2e157806c7,USD
tie-29f98842e1c545ffbda69cc41562c655,CAD
tie-8628d78ea6954727812f2c590178ef98,CAD
tie-b7f52ec4e08f49f9b46cf3d096b20c77,CAD
tie-cd0a9f68582740609ec31dca455f4d5e,USD
tie-6c406a363b7144ca934fe0ecd3a230ec,USD
tie-8474fb8ded564c8483dcbd69fa6caa3d,USD
tie-6361cea9373346c7b01b98ed7c51d6d5,CAD
tie-965bbf42101e46d8a5a66d54d7514e6a,GTQ
tie-fd1b16487ae44a03b04f0efeb05a41eb,USD
tie-6740a6d4972c46bc9f2c6e6f8165232c,SAR
tie-d3b2c6a76db84b17a40d695b5c8aacf1,RUB
tie-de2231527d43409f842cd36d60196a55,CAD
tie-149cf8baa35546429b1ab3f93b0dfec7,GBP
tie-8868648ee56c4636a75f5b4045b76c00,PEN
tie-d535952d75d249d6b912bd61fa0a02c4,AUD
tie-0a83031a013341a8bca8f2cc179f7218,MXN
tie-a4f8cef54b984a7299e7c6daef0a05e3,CAD
tie-1328409f54ed479ba89cf8da0edd1277,CLP
tie-07cdfdd4e0df4eb5807b5c83d0670f2d,CAD
tie-df4c334bf36745599471930dd72d0d26,PHP
tie-31c19ac073c746fda3d4969869d557d2,USD
tie-104602565b6b4758a763cafb9c50c151,CNY
tie-56d0cd7503a84e11a2ff62a7117bcac1,UYU
tie-870912b9790a42b8a2c61926d38f92a4,AUD
tie-91e8aa718a994551948e73399ca5b3d0,ILS
tie-5fb3fd77193f461dbaaba57b8f8d7e91,INR
tie-a2fd899beab941beab0549962c3127b0,USD
tie-6fb27de466f34e64a846a7a5c548cc47,CAD
tie-0b22d11e824e40a496bbdfe220afe5e7,GHS
tie-57e844be6994401d832863220313fe1b,GBP
tie-a3371279b2ee479487b9fcb7b5530c2f,BOB
tie-2b42c8cedf3340218365b62779391b4f,USD
tie-36f3ea4d9fd74245bc1d349fbee645c1,GBP
tie-9965d2341b994713b2d98c8deb082395,XCD
tie-df00079f111241afbb47fdd8441a94f5,BSD
tie-dedc25c688594de18ec0ef65ffa36c62,CAD
tie-7c7d396ad1704a5cad39ee003cfde80e,USD
tie-07ecafa7629e4f7491225ac6268d5c26,USD
tie-e2486a44b9a44478810cb2302b47626c,MVR
tie-822b017f922f4fc3a8847a3be1f3918d,CAD
tie-6ccc3dfd8c244b18a4c881d726045cea,EUR
tie-e3317125a562450bb253b3d6545b8501,MOP
tie-e85f82c68f684d53a7fe71adcc03eb27,EUR
tie-46c026f795b94ebebb122af2d3a5e366,XCD
tie-a3a57393ab7c4ba09675437366ec8c58,SEK
tie-5765a829a0034a5ba217b50d990cbf7f,EUR
tie-ef833ec055f4448aa6ac2c2cd41c9bfc,EUR
tie-3887a2d8d83e4a40b5cc301283905f6b,USD
tie-95f60297f0ca405e889b82b021561146,FJD
tie-72a13cf3a80043238f069b32f88acbc0,NPR
tie-0ce24b1215d04c0cb2b5f4b25d1afbf0,USD
tie-4bea3cf892104db69b6bad9e44377c3a,OMR
tie-f764b683c2b143c9806bbda918e4d0f2,USD
tie-27e51b16978b4e16a4683d7acb76a3b7,DOP
tie-48f35e2fab714b11b31255d216a11647,CAD
tie-8f8d6d784a7f4a208e0ca5da80950f1f,EUR
tie-4bcd3e7fb7b840978c470edac79c1f5f,USD
tie-3c32a0d569754b7293998ba8018bf126,SBD
tie-892dd1858b7c491c86e943825183b129,CAD
tie-fc6daa358ac84cac9fb008eefbd84b8d,USD
tie-1992ac5e9d50450286a4e0d3df7ab88c,CAD
tie-166a2823c6f44560975da9b2a38a35ab,EUR
tie-14d6cd9f977c4a2db1a9faebab5b1e13,CAD
tie-577bb6731f9441dfb8694421511a1ea3,AUD
tie-e6f33ff0d96d43ec884a4fd5e5b1766b,USD
tie-dd10c54f1bb94daaa3974c770d1747f5,USD
tie-b4823949d59d499889e02dc7bc0326bc,CAD
tie-f1819d0e6b9445f09de033429651365e,CAD
tie-54ee006e621b4a928d91f7f67ba63295,EUR
tie-06e8f7b185ff445cb9d3b2fd5559eb69,ILS
tie-2618a940f9e04753ad6e2f05ac2b1093,SAR
tie-a96ed363d28341d59986e50c3106bf71,CAD
tie-cd8d0bc00b9744dd9d32bfc05b5e5bb3,EUR
tie-4db7921aeef54b4dacde7ffea2fc7e60,XAF
tie-d8d5936c7c314f8584ece296ccb092cf,EUR
tie-55be8f4df09340e4a61ff4940feead55,CAD
tie-202d7156bc384327a30e148b26146df1,USD
tie-0e21a405ec2e4106a8877be8ec817d1e,XCD
tie-4ce3bffbe1a34d9dbaa1fca70a8c9ed3,USD
tie-9cf174da87924bda9b8741e30d550541,CAD
tie-3ca9431c6a664a5896bf70cdf461797e,GBP
tie-cca3d04fd43347de8897aa0cc939dca6,PHP
tie-56ea24854f8a4ef4af9ff9ed5ec3c7e4,KRW
tie-ef0cc5ba414d4cab80637deb2751ff03,AED
tie-db7152049b884c0e8f6a7f1cdc6fe14d,CAD
tie-3ed85afdd411434193305f97327c8bb4,CAD
tie-72c186adeb5941fead5a859ff58b4a2b,USD
tie-24a20145356e493f85f49ab2ec01a060,EUR
tie-3bf55105b9074dcf9382b74fcea725ff,USD
tie-b0d83439af7645a386aa1e28761f5e5e,SGD
tie-767491ae495f4ff58d8fdec320f4b8cc,XOF
tie-6529f198c32a401c8556ad722875d7d1,EUR
tie-c0d288e208ad4d5bbbcff41e41aa68d9,PHP
tie-45b441c4e17c492586067ab891ee8124,USD
tie-afef539de64248f1ac25476e12bb8513,EUR
tie-cbb818df8bcb4bb99b4c4abe6ef9165b,ILS
tie-5b789fc16af447b08946c8a9e3262578,EUR
tie-4474adaa570b43a4b34c381de36067ab,CAD
tie-f501d26ed9f74fb3a6ef6a229c85d223,CNY
tie-49825eb351f84b6c9072397a08cbc89d,USD
tie-f83beea22a184bff8f46d2053bf877fb,CHF
tie-090a57ce57bd4f91a4663c5c44531365,THB
tie-9228e13dad154d39ba9b9945ab4dc524,NZD
tie-b791e8057cba4856accc7b88846c5115,USD
tie-c3b301c8e14045ccbc9f8c3ab5b08c89,CAD
tie-d3a95086e6e047a09a146bb52a6bfe5c,CAD
tie-0136acb2ade7436d8fe9a0b0926f7c48,CAD
tie-dd1e6b41af534730900560f623514ece,JPY
tie-355644b4491a4b7ba4b0f2942ba8467f,BAM
tie-23d1164d086f4356a7f1b1cbb0a8ea6d,EUR
tie-38907c68c808415d855a9358acee4fbf,EUR
tie-1108f5117a2f4c4b80be1424a59400fb,CHF
tie-1878207d9de84267906ea2b23fca0a61,EUR
tie-2da285ab41a14c02a0ae915a8b93deba,XOF
tie-8f4bc67eea544f4ea4356055b1aa38be,CAD
tie-bbe2bec1cf144dcaa0a6a33de4917a35,USD
tie-ae50dd89523944d2bb56fa3d7752632a,EUR
tie-19f6003bd008479c954d4e6fd8389d67,AUD
tie-131374b68f6b4604b193debd79a90555,USD
tie-85ef4b4d5f5d4a3cb49d9b71fdf6ad8d,CAD
tie-5e94b3d4fefa4188a7cc6a1fd969b3a1,DOP
tie-53c65146be7c496192c766262abd65ac,EUR
tie-6228a9c2486e46d0afa8ead1b7679a43,USD
tie-d892fd31711f465a98de357b1785aa83,CAD
tie-aa7c2c67e5794f958465a0a16bdc3e8d,USD
tie-078c6af25a6b41fa960db869f275e4bf,CAD
tie-b0cad7bb822f4e6991d816d8c02ef2de,USD
tie-a77d77da143f40d8889c4dbb12226e12,KRW
tie-925e475269f04ae18b591583a5a1aba9,EUR
tie-45a412fa623a4179acc6c3e3ac4bc3a5,CLP
tie-d8999e343fac4567a21d5ac85482979e,NGN
tie-a6790d12a2564044ae021dbb20bc6da9,USD
tie-e8e3c9391d1747b5bfeabe82b7d4897a,EUR
tie-3a96d0c7db2e41f69e9006f0b972f1d7,PHP
tie-aa419aea00604a04a535b1ee53c9bd74,JPY
tie-481231d3dbb54fb9a51dcfceaf2713cc,CAD
tie-ed54427a723142a38de98bb181aeee80,CAD
tie-0fddd4c4db5d4395b3f7596e50defcc2,EUR
tie-90c1b30f76574a988f8f90117de47d00,USD
tie-d9e3114258ba416b95d0a803314b34ac,USD
tie-b8b3177c7b284589957fa87e030853ce,USD
tie-0b572e21ee8d41018e2736eec0bb173d,SAR
tie-a64f14b75d1b45af8f20e75b8bd61f8b,GBP
tie-7d96c90bd16343c9b1c7cdc36f3d08ed,CAD
tie-5086f1366fda4df88ac1270141a74bc3,CAD
tie-e99eb5971af641a695de9fe34b1c2d0a,USD
tie-f3079dd28c7d4cd0acd90bc99d92bda8,RON
tie-1aa94eeace764c498dd58d5f73ac4e52,CAD
tie-1e06e7be175048b382025204f66a474e,MOP
tie-f1038e128bbd449a820db680a5ae5d75,EUR
tie-ea67659aca1b4cb7b9b705e94c873033,CAD
tie-0106802672b4487bb981425ec14767a8,CAD
tie-5aafe38934514d84a9fb5f974cb2f7a0,CAD
tie-d133446cd6224380936e8be85cfba113,USD
tie-b3285333d8e2494cadf18987eb0a53a9,CAD
tie-d88dfa79ec1342afa2b45dc2635e8e4d,JPY
tie-a26d45bba955428282e51d4c7e99f7b4,AUD
tie-4378ceb0f28e4ba58f3a413022884312,COP
tie-3189e4bf966b41e39e9957842ccdbb1e,KRW
tie-c597ecfb6c23463bb8b8eb6ac7e9b094,EUR
tie-627f86b732624eb4b8e2e49cb64a4ad1,AUD
tie-ad74761dd168428ab0892aaf1f59d268,MXN
tie-9024542db0e14dd790c360d85ef858f5,CNY
tie-bdbc18fb2beb4eb78c5a59046535df8e,HKD
tie-ac4ae145a8804972b8b61936e58adfb2,EUR
tie-a9d14c9dd0d442b79adbf1a3804c8340,GBP
tie-08b8f72e44a94149a3637b30c1dcde98,USD
tie-e696339f6ab447b399682e69d35d1bd3,CAD
tie-180fef8af0394d688ec3dd25ac259c39,OMR
tie-14904eb768a34004aae787d2c4a0c5da,EUR
tie-dce5fa42431246a0913bce8aa11a66ed,USD
tie-be28f479ad0b4bfeb914d1890992d3db,USD
tie-9e42df6a3f8f46d39acd157bbd99d606,NZD
tie-76d51ad4d8064565928c649b4e31c353,USD
tie-057db5dab5194a3a9781dc0df5a064b0,USD
tie-15dbfb2b93204c199386ef4b255f9b68,USD
tie-5cb09cc1abc340fe8ab515eada32e1fb,CAD
tie-35c5f8d874154d1abc68effb440967a2,JPY
tie-62787f1e0a5e48009ae4069634f8c679,RON
tie-6ef2b743067a4be9af7980cb6306efac,AED
tie-d1f85a166e8a4caca35561a1c83f1b88,USD
tie-02f801f20a304254b6d2befe013812f2,CAD
tie-5804ef97275d4272b52800b96da27079,BRL
tie-d8c70d9dece34710b69c40c07e845bc6,EUR
tie-64ba3eec1791484f98296d79e165aa1d,CAD
tie-16b46bc130034c55ad310dfa9f3b9d89,AUD
tie-05b87686e9de46bc8d9248bff13f6d55,CNY
tie-bb4adda9db4e44a589cbb7ebb049dd27,XCD
tie-7f45d295b48e48f0a6b8fb032453831e,USD
tie-6215b6170bff4f559c5701be58e8bf4e,DKK
tie-6acd660a9bc94e1c82cb74e8d49a7481,XAF
tie-40d51730ddcd4ccbb16710a62fd7ee4f,CRC
tie-6c55e74aa1e64a33aa317a0e82b10ae4,GEL
tie-ce533e95b7f6415fbb4718946019531d,CAD
tie-d6d9371168d145cb83dff418159c732a,GBP
tie-a89d810dc415410ebb6dd6647be3b565,USD
tie-c146b54ad4da4af5b5351b56a4d006cb,CAD
tie-2ff0e442722b4274b1fc3dadac0ec917,EUR
tie-7c6722a385e048de9465d7c4fdebf060,RUB
tie-48599d82f0bf4373917ea5f582288d38,USD
tie-edc93a5891d74c5ca9387642937d9392,EUR
tie-667eeb891c3749dfbe8b757692130f24,EUR
tie-8b2ff9236ecc44a4959df1fac26b5d65,SGD
tie-384848b2d9304e91a1d563dc2f7b7cd7,CAD
tie-eb5f93a73cb74fbc9f2784e1b0884cdf,LAK
tie-3131b9458ef44a14aa2c3b6722d7e2dd,USD
tie-f635d4edbf0a47ce97213fcfb4bd3f05,CAD
tie-a7bb214fb6124d9da777c977c08d81d3,DOP
tie-8812f4de7a634e7e9d0ef44244001f87,PHP
tie-b8d37340b9a040b5ba3a2d9d81d82f5c,CAD
tie-f97ab5ea952942dbb04d028e92845bc9,HKD
tie-b16f6062a63348c4ba2ea0d2d8f165dd,SGD
tie-a00a954e757541819ca07f3a6f9a5075,CAD
tie-ac4e879c5ae44b2498f0328cade36ea2,EUR
tie-020c7f3af58b45849546e8c59f314d65,XOF
tie-af0f1ca7917a41caa0043d1c45feced0,USD
tie-910f72e5970445b3b3d2a9b665642815,CAD
tie-d0f696d030944e9c85e37bb0a9c29100,USD
tie-5bf5ead73a2f4dd2a1538ba75a2e56c4,USD
tie-5e04826c8d0541c09f17cc264c9d60ba,EUR
tie-ebf3788556e44e13883c05a921935cad,USD
tie-5c9f910fe1234b4aa99cdb079ccc6e7e,GBP
tie-32a68faa376a4390a96a97c3fec75d36,CRC
tie-bdcdadc322414d408d67cd6264d0d8a4,USD
tie-005bc1e424934ecabffa91db44385cd6,JPY
tie-4577bc3d400f48dd9b09b3b5695eee3c,EUR
tie-e80571382d304c44b46d356121ca33cc,EUR
tie-dec386230c9648eaaee6abe25d7b0607,EUR
tie-cf8346736f4c4909b677c5bd2da5a9da,CAD
tie-5462f2c81e34422da023992851740f83,KES
tie-01d7406faa704ac0b60ea3a88ef15bc6,USD
tie-0f5fee9cecf841f2b85da4a06721444e,EUR
tie-1c0e5a38dcfd42b494401ef9858cade6,KWD
tie-63fb87a393ab4161a586fc9dbbd89b6d,EUR
tie-b87c1f7f2e114cb3b40087a5f7bffad5,USD
tie-d9f2a7c5267b4d2fae64080c537d38f8,EUR
tie-ff68f83126584534a340ca3ceaa0a0da,DOP
tie-374a3a34046143f8a31b0db9d4c3ebff,CAD
tie-50e4455aea144e478a93831879a7d4a8,USD
tie-927ff888e1684f30b35087dbe1862781,MXN
tie-3e6c700d3c484dc0a8a254460d647421,UAH
tie-a5d3b3950b9a4ad3b545cd53165f3ef2,EUR
tie-db1da453b14049568d5fd5ff6608c903,LKR
tie-c3ef077401e0460ea250f258218091b3,BOB
tie-064ac783184d491bb963816183b4d3ab,CNY
tie-10f68b6b0b814eaeadbc2d7cf9981164,CNY
tie-a8a089e0cfac42b4a447193602c17e9c,CAD
tie-25d61dbeab8143b98467f779fd4fa2f1,CAD
tie-26cb59a68e4042309ed34113c9d2cf79,USD
tie-4d01c798f1c44ad19f65a83a0e3bbeab,CAD
tie-f7ee67b345b34d73b1b08000b98a6337,EUR
tie-35813bff60cc467f947893376b7a5aba,MYR
tie-68c95c3799c548d2b4cd38a949619e00,EUR
tie-4bbd88f2f6514e16926975ae88ac9ab7,TWD
tie-9b7c179b77ee4bf1b445b34fa3c1a3be,ALL
tie-c3adbbafcbdc460d8f0fd28711cd50b3,TWD
tie-b9791e763cee476db594cb0fbe3d4574,PHP
tie-282f7060c4d64347b4c0252f83f5faa7,EUR
tie-ca5b9842df0e49389d1dcaab5ffe8fa0,USD
tie-b8bb322fddb44f0db5548c6ad624a84f,USD
tie-83e78a0db030463dba5586e7f9d424cd,NZD
tie-66253eff73224aa48bb6ea33f2831c1b,EUR
tie-cdde6f15c65f4a35989e43bbf96a8d86,GBP
tie-596e4bf534f946da94f5781b615264c6,USD
tie-6f530c686ec840139fd5d99333d8b63e,RUB
tie-090f4c64624e4c3d983b1fd28d10b247,GBP
tie-454334d0ab9f40d2a1e4afb999c2db4f,EUR
tie-d51ace43c2384e369aef408bf596107c,CAD
tie-0a254ba9d2094c1d8aa4a8acc70279ce,CAD
tie-18a64e56ad584a2980cb95a487875034,EUR
tie-3dc095872db74cd8a3534f8c30d51ef1,SGD
tie-5e9db92283c046bb9e2970bec7498499,AUD
tie-8ca4bab15bef4073b0b70ee53822c7b2,USD
tie-4791484cb74c4e9f9a563302069e8f99,EUR
tie-f529b62d6fbd4f58b91575a5b89c9bac,EUR
tie-68ed63dabf9b45c8ac74b7da68f7b001,HKD
tie-32a6cbfa276d4414b3d9f7d1d57a2c30,HKD
tie-01c4fd39c6fa4591b5a34d6c046bd190,USD
tie-4f3e3a89e32a46728579c78b9889b116,CAD
tie-25e947da814c43ebad5ae02a2909f5f4,AUD
tie-cb70a9810e544452a6ae9a62fb18373a,GBP
tie-5eb3fea6550947b79dad5720426d9301,AUD
tie-6d2a9b3a5f344c2787fbe49e6be2a787,CRC
tie-d524c26ad3cf4a1692a860637049392e,CAD
tie-b513846e8bde47d1b9f337297a4dbdac,EUR
tie-93b19ca3042847b0aa0bae909cc7cb58,SEK
tie-3bcd51d489284477a0451ed244b98e41,CAD
tie-5dd3a957c5ff458caed13e8b30d71330,EUR
tie-f3a3e735f1da46c39e08da6c7ce95dfc,KRW
tie-93981649d7aa49f89f9eed7705122d13,EUR
tie-8454f41826c9440c81150bf6205925dc,USD
tie-000e29511cb449aea40fd1601259faf0,EUR
tie-944201423a334bddbd5667f3c4baba03,USD
tie-cb38d46a89124871a843d677f956273a,USD
tie-c26d07a357c44071bddb9826b0fd7ca9,DOP
tie-7db1bdc581774c5a988ffd7133460500,DOP
tie-8d63f95217274795af73834ab01522c5,USD
tie-91601a2e48d843a3a93c81e96d7e3380,SAR
tie-9a3281460ff04b04ab67f1a2c1c364a0,CAD
tie-21a71d3318464c1a8f12279cb412b9ad,AUD
tie-ab37d705535f43c5b8f98fe678166691,EUR
tie-9d73f8d017c04e9aabb3e622398904aa,EUR
tie-b02045d667c54e628672812c3f2605b1,EUR
tie-58923f9e2d584b6f8aba6bf97803e3b4,CAD
tie-6c5545db7bb347f0a83c432751884250,ZAR
tie-8ea10324c4df4a43b17a2058e63fa6c1,AUD
tie-992a5899c87b4701b11aa0f7d51d4775,CAD
tie-d5f33d5c9308439eb3add19459018214,CAD
